0,str
1,600108
2,600354
3,600359
4,600371
5,600506
7,600598
8,601118
9,601952
10,603336
11,000713
12,000998
13,002041
14,002772
15,300087
16,300143
17,300189
18,300511
19,600097
20,600257
21,600467
23,000798
24,002069
25,002086
26,002173
27,002447
28,002696
29,300094
30,600189
32,000592
33,000699
34,002679
35,600438
36,603363
37,603609
38,603668
39,000048
40,000702
41,000876
42,002100
43,002124
44,002157
45,002311
46,002385
47,002548
48,002567
49,300673
50,600127
51,600191
52,600251
53,600298
54,600737
55,600873
56,600962
57,000639
58,000893
59,000911
60,000930
62,002220
63,002286
64,002604
65,002852
66,300138
67,300149
68,300175
69,300268
70,600313
72,300021
73,600695
74,600965
75,600975
76,000735
77,002234
78,002299
79,002321
80,002458
81,002477
82,002505
83,002714
84,002746
85,300106
86,300313
87,300498
88,600195
89,600201
90,600226
91,603566
92,603718
93,002688
94,002868
95,300119
96,300186
97,600759
98,600777
99,601857
101,600123
102,600157
103,600188
104,600348
105,600395
106,600397
108,600408
109,600508
110,600546
112,600740
113,600758
114,600792
115,600971
116,600997
117,601001
118,601011
119,601015
120,601088
121,601101
122,601225
123,601666
124,601699
125,601898
126,601918
127,603113
128,000552
129,000571
130,000723
132,000937
133,000968
134,000983
135,002128
136,600193
137,600295
138,600532
139,601969
140,603505
142,000655
143,000762
144,600339
145,600583
146,600871
147,601808
148,603619
149,603727
150,603979
152,002554
153,002629
154,002738
155,002828
156,300157
157,300164
158,300191
159,600028
161,600256
162,600387
163,600688
164,603003
165,603798
166,603906
167,000059
168,000096
169,000159
170,000554
171,000637
172,000698
173,000819
174,002221
175,002377
176,002778
177,300135
178,600075
180,600277
181,600281
183,600328
184,600367
185,600409
186,600618
187,600714
188,600722
189,601216
190,603067
191,603077
192,603299
193,603928
194,000422
195,000510
196,000545
197,000635
198,000683
199,000707
200,000818
201,000822
202,002002
203,002053
204,002092
205,002125
206,002386
207,002648
208,002805
209,300285
210,300522
211,300655
212,600078
213,600096
214,600141
215,600160
216,600176
218,600230
219,600249
220,600273
221,600299
222,600309
223,600315
224,600319
225,600352
226,600378
227,600389
229,600426
230,600458
231,600470
232,600486
233,600500
234,600589
235,600596
238,600691
239,600727
240,600731
241,600746
244,600985
245,601678
246,603002
247,603010
248,603026
249,603041
250,603078
251,603086
252,603110
253,603133
254,603181
255,603188
256,603227
257,603260
258,603330
259,603360
260,603378
261,603585
262,603599
263,603601
264,603605
265,603630
266,603639
267,603683
268,603722
269,603737
270,603822
271,603823
272,603879
273,603916
274,603938
275,603968
276,603980
278,000523
279,000525
280,000553
281,000565
282,000731
283,000737
285,000792
286,000830
287,000902
288,000912
291,000985
292,000990
293,002004
294,002010
295,002037
296,002054
297,002061
298,002080
299,002096
300,002109
301,002136
302,002145
303,002165
304,002170
305,002201
306,002211
307,002215
308,002226
309,002246
310,002250
311,002256
312,600063
313,600346
314,600527
316,600810
317,600889
318,601113
319,601233
320,603055
321,603225
322,000420
323,000584
324,000677
325,000703
326,000782
328,000936
329,000949
330,002015
331,002064
332,002172
333,002206
334,002254
335,002427
336,002493
337,300699
338,600143
339,601208
340,603266
341,603580
342,603991
344,000859
345,000973
346,002108
347,002263
348,002324
349,002382
350,002395
351,002450
352,002768
353,002825
354,002838
355,002886
356,300180
357,300218
358,300221
359,300230
360,300305
361,300321
362,300325
363,300478
364,300539
365,300586
366,300716
367,600182
368,600469
369,600623
370,601058
371,601163
372,601500
373,601966
374,603033
375,603615
376,000589
377,000599
378,002068
379,002224
380,002381
381,002442
382,002753
383,300121
384,300320
385,300587
386,600001
387,600005
388,600010
389,600019
390,600022
391,600102
392,600117
393,600126
394,600231
395,600282
396,600307
397,600357
398,600399
399,600507
400,600569
401,600581
403,600782
404,600808
405,601003
407,603878
408,000708
409,000709
410,000717
411,000761
412,000778
413,000825
414,000898
416,000959
417,002075
418,002110
419,002318
420,002443
421,002478
422,002756
423,600114
424,600206
425,600330
426,600366
427,600516
428,600614
429,600615
430,600980
431,603612
432,603688
433,603826
434,603978
436,000633
437,000795
438,000962
439,000969
440,000970
441,002057
442,002130
443,002149
444,002182
445,002340
446,002600
447,300127
448,300224
449,300395
450,300428
451,300489
452,300666
453,300706
454,600219
455,600255
456,600331
457,600338
458,600362
459,600490
460,600497
461,600531
462,600595
463,600673
464,600711
465,600768
466,600888
467,600961
468,601020
469,601137
470,601168
471,601212
472,601388
473,601600
474,601677
475,603527
476,000060
477,000426
478,000603
479,000612
480,000630
481,000688
482,000751
483,000758
484,000807
485,000813
486,000878
487,000933
488,000975
489,002114
490,002160
491,002171
492,002203
493,002295
494,002379
495,002501
496,002540
497,002578
498,002806
499,002824
500,300337
501,300697
502,600311
503,600385
504,600489
505,600547
506,600687
507,600766
508,600988
509,601069
510,601899
511,002155
512,002237
513,600111
514,600259
515,600392
517,600456
518,600459
519,600549
520,601958
521,603399
522,603663
523,603799
524,603993
525,000657
527,000697
528,000831
529,000960
531,002167
532,002378
533,002428
534,002460
535,002466
536,002716
537,002842
538,300618
539,600171
540,600360
541,600460
542,600584
543,603005
544,603160
545,603501
546,603986
547,000670
548,002049
549,002079
550,002119
551,002156
552,002180
553,002185
554,002371
555,002859
556,300046
557,300053
558,300077
559,300139
560,300183
561,300223
562,300327
563,300373
564,300458
565,300493
566,300613
567,300623
568,300661
569,300671
570,300672
571,600183
572,600237
573,600563
574,603186
575,603228
576,603328
577,603386
578,603678
579,603738
580,603920
581,603936
582,603989
583,000532
584,000636
585,000701
586,000733
587,000823
589,002138
590,002199
591,002222
592,002288
593,002389
594,002436
595,002463
596,002484
597,002579
598,002618
599,002636
600,002815
601,002866
602,300394
603,300408
604,300460
605,300476
606,300726
607,600071
608,600261
609,600363
610,600651
611,600666
612,600703
613,600707
614,603303
615,603515
616,603679
617,000045
618,000050
619,000413
620,000536
621,000541
622,000725
623,000727
624,002005
625,002036
626,002076
627,002106
628,002189
629,002217
630,002273
631,002289
632,002449
633,002456
634,002587
635,002638
636,002745
637,002808
638,002841
639,002845
640,002876
641,300032
642,300076
643,300088
644,300102
645,300128
646,300162
647,300219
648,300232
649,300241
650,300296
651,300301
652,300303
653,300319
654,300323
655,300331
656,300346
657,300389
658,300545
659,300566
660,300582
661,300625
662,300632
663,300650
664,300691
665,300701
666,300708
667,600074
668,600110
669,600288
670,600884
671,603595
672,000062
673,000988
674,002008
675,002056
676,002141
677,002161
678,002214
679,002388
680,002414
681,002684
682,002724
683,002729
684,002885
685,300014
686,300078
687,300116
688,300184
689,300220
690,300340
691,300390
692,300410
693,300438
694,300502
695,300516
696,300656
697,600478
698,601231
699,603380
700,603633
701,603933
702,000020
703,000049
704,002025
705,002045
706,002055
707,002139
708,002179
709,002236
710,002241
711,002351
712,002369
713,002384
714,002402
715,002415
716,002475
717,002547
718,002635
719,002655
720,002660
721,002782
722,002850
723,002855
724,002861
725,002881
726,002888
727,002902
728,300083
729,300115
730,300131
731,300136
732,300207
733,300227
734,300256
735,300279
736,300282
737,300322
738,300328
739,300433
740,300543
741,300602
742,300647
743,300657
744,300679
745,300686
746,300709
747,600006
748,600066
749,600104
750,600166
751,600213
752,600303
753,600418
754,600609
755,600686
756,600991
757,601127
758,601238
759,601633
760,601777
761,000550
762,000572
763,000625
764,000800
765,000868
766,000927
767,000951
768,000957
769,002594
770,600081
771,600148
772,600178
773,600480
774,600523
775,600660
776,600676
777,600698
778,600699
779,600741
780,600742
781,600933
782,600960
783,601311
784,601689
